Identifiant unique,date,like facebook,carte fidelite,age,enfants,achat,Sexe,Deja achete,Satisfaction,Revenus mensuels,Point de vente,_Point de vente
ef745e94-30a0-433d-8ccc-23bdbaecfa4e,13/01/2015,Non,Non,38,1,B,Homme,A,Peu satisfait,5982,Brest,48.3921232 -4.482863
2c1bf39d-16d4-4a4e-9e92-8f3f3593a715,14/02/2015,Non,Non,30,0,A,Femme,Aucun,Satisfait,4125,Lille,50.6338388 3.0616978
a0427ec9-6bd9-43d7-a0e2-2c2cba01b03e,15/01/2015,Non,Non,35,0,B,Homme,A,Satisfait,2149,Paris,48.8711538 2.3030992
1256a7b8-c46e-4aa9-a3e9-8c7bba9e7e75,14/01/2015,Non,Oui,53,2,Aucun,Homme,Aucun,,2656,Bordeaux,44.8538741 -0.5677843
35d8931e-33e7-4422-8ae3-a0767be4e5e4,20/01/2015,Oui,Non,38,0,Aucun,Femme,Aucun,,879,Nice,43.6999233 7.2820611
8acfe44f-53aa-4a99-b16c-282268b55f0f,03/02/2015,Non,Non,50,2,Aucun,Homme,A,,3866,Nice,43.6999233 7.2820611
9ec30e54-8ecd-4a2a-bc6e-3275b77f7026,25/02/2015,Oui,Non,54,0,Aucun,Homme,Aucun,,789,Nice,43.6999233 7.2820611
706a1158-f1a1-44e6-9d67-c489db377eb6,22/02/2015,Non,Oui,25,0,B,Femme,Aucun,Tres satisfait,3452,Brest,48.3921232 -4.482863
ce08908e-219b-4bb9-9673-0a50363c2783,06/02/2015,Non,Non,39,2,B,Femme,B,Satisfait,3423,Nantes,47.2237972 -1.6324407
e03ca6e6-29e4-4b6a-a162-48656b382bd4,15/02/2015,Non,Non,23,0,Aucun,Femme,Aucun,,,Lyon,45.7642761 4.8275658
4b78623f-7394-4544-afe1-b072de60c55d,02/01/2015,Non,Non,54,2,Aucun,Femme,Aucun,,,Lille,50.6338388 3.0616978
bf69833e-3f76-4419-90b5-eee377cd24db,12/02/2015,Oui,Non,31,2,Aucun,Homme,A,,2060,Caen,49.1872438 -0.3670671
44d3e21f-2d59-41fd-8f7e-a906efa458ed,19/01/2015,Non,Non,42,3,B,Femme,B,Tres satisfait,3161,Brest,48.3921232 -4.482863
addc0520-2383-4d83-8726-ec6406fdf946,20/02/2015,Non,Non,36,0,Aucun,Homme,A,,5655,Marseilles,43.2928084 5.373598
4fd24e43-5330-49d7-a27b-dc4411dab85c,09/02/2015,Non,Non,36,0,Aucun,Homme,Aucun,,3993,Marseilles,43.2928084 5.373598
b0126896-7f66-4a35-8378-e276d4892824,18/02/2015,Non,Non,66,0,A,Homme,Aucun,Tres satisfait,4651,Nice,43.6999233 7.2820611
a0c7e710-b67f-4d11-9c15-f9ca4085bf64,01/02/2015,Non,Non,45,1,B,Femme,B,Insatisfait,3001,Bordeaux,44.8538741 -0.5677843
84c534c1-b5e0-4b4a-bd38-baf7babe2b43,02/01/2015,Non,Non,47,2,B,Homme,B,Peu satisfait,4268,Marseilles,43.2928084 5.373598
b45772a8-cddc-4a17-95a8-f19afa18bd8c,03/02/2015,Non,Non,49,2,Aucun,Homme,Aucun,,,Bordeaux,44.8538741 -0.5677843
d3b6b93d-4d6c-4163-bfba-409a5946e823,21/01/2015,Non,Non,28,0,Aucun,Homme,Aucun,,,Lille,50.6338388 3.0616978
438bcaca-5ddb-4cc4-b984-7cb05a49bf79,19/01/2015,Non,Oui,48,1,Aucun,Homme,A,,3808,Nantes,47.2237972 -1.6324407
6511db74-9766-429b-8dfd-dcd4874a6377,19/01/2015,Oui,Non,32,2,Aucun,Homme,A,,1243,Lille,50.6338388 3.0616978
e6cc2965-dc5a-415f-927b-c89c1ef703ba,10/02/2015,Non,Non,60,2,Aucun,Homme,A,,2650,Nantes,47.2237972 -1.6324407
3bf5ee35-2361-4c61-bb24-6cd811429505,29/01/2015,Non,Non,42,0,Aucun,Homme,A,,,Bordeaux,44.8538741 -0.5677843
2c4ab625-a3c8-4a08-99b1-60ec63d8c5b0,02/01/2015,Non,Non,52,0,Aucun,Homme,Aucun,,1330,Nice,43.6999233 7.2820611
a989f2c8-7c23-4396-ab22-019466e40e29,10/02/2015,Non,Non,65,0,Aucun,Homme,Aucun,,1356,Bordeaux,44.8538741 -0.5677843
0a132ce5-d412-4248-beb1-5a1291b7fb9b,04/02/2015,Oui,Non,47,0,Aucun,Homme,A,,1336,Nantes,47.2237972 -1.6324407
f57c8a85-6af0-4e99-9fd9-dcf33125a414,31/01/2015,Non,Non,40,2,Aucun,Homme,B,,,Toulouse,43.6031363 1.4428025
7c407a42-a5cd-41f9-926c-a85c755f550b,17/02/2015,Non,Non,20,0,B,Femme,Aucun,Satisfait,4453,Nantes,47.2237972 -1.6324407
29545b65-481a-4d9e-89dd-a013948671c1,15/01/2015,Non,Non,26,0,Aucun,Homme,A,,,Lyon,45.7642761 4.8275658
03eaa793-75f6-47dc-b189-02eb1bc10298,01/02/2015,Non,Oui,21,0,Aucun,Homme,Aucun,,3754,Strasbourg,48.5817339 7.7491749
29d54b6d-6715-4311-9093-1f06240c629e,18/01/2015,Non,Non,58,2,Aucun,Homme,Aucun,,5772,Lille,50.6338388 3.0616978
cfc7e259-80e5-4511-abbe-bc3d5f3412e0,26/02/2015,Non,Non,28,1,B,Homme,B,Peu satisfait,5915,Lyon,45.7642761 4.8275658
ba8d602d-8b1b-4a05-870e-272ac85e8316,06/01/2015,Non,Oui,30,1,B,Femme,Aucun,Peu satisfait,3422,Paris,48.8711538 2.3030992
9ee14faa-5f99-4358-aa39-a0d80af4aee5,20/02/2015,Non,Non,62,0,Aucun,Homme,B,,2913,Lille,50.6338388 3.0616978
c32e9612-cfcd-4d91-9cd1-168526b2c07e,19/02/2015,Non,Non,63,4,B,Femme,B,Satisfait,1701,Paris,48.8711538 2.3030992
6908d494-d26f-48ef-8210-491ea677c839,10/01/2015,Oui,Non,32,2,B,Homme,Aucun,Insatisfait,3375,Marseilles,43.2928084 5.373598
7047a702-c58e-4d3d-bbb8-89ec40edd503,10/02/2015,Non,Non,35,0,A,Femme,Aucun,Insatisfait,4066,Bordeaux,44.8538741 -0.5677843
c06c591b-a66f-45f8-b224-7cbbf7f1be75,09/02/2015,Non,Non,53,1,B,Femme,Aucun,Satisfait,1982,Brest,48.3921232 -4.482863
d760f278-745f-4a06-8895-58c0c711a74f,07/01/2015,Non,Oui,60,0,B,Femme,Aucun,Satisfait,2389,Nantes,47.2237972 -1.6324407
039c627d-91d7-4ff6-9eb1-ff6e34ca72d3,12/02/2015,Non,Non,35,0,A,Femme,Aucun,Satisfait,5024,Paris,48.8711538 2.3030992
df6256a9-3c44-463c-aa9e-c02e23137c37,17/01/2015,Non,Non,47,0,Aucun,Homme,Aucun,,,Lille,50.6338388 3.0616978
b8fb5b57-c3bd-46b2-8869-5040872fcc1b,07/01/2015,Non,Non,64,2,Aucun,Homme,Aucun,,5393,Nice,43.6999233 7.2820611
0df7c717-cc25-487e-b262-e4ac30c085ee,13/01/2015,Non,Non,38,1,B,Homme,Aucun,Tres satisfait,2053,Nice,43.6999233 7.2820611
0dc44b60-d84a-437d-bf58-08aa7f3294c8,07/01/2015,Non,Non,41,0,A,Femme,A,Tres satisfait,4736,Caen,49.1872438 -0.3670671
d4c9704d-e390-4d67-99bc-ec228069c05c,10/01/2015,Non,Non,43,1,B,Homme,Aucun,Peu satisfait,3906,Bordeaux,44.8538741 -0.5677843
d37fd3df-a733-46ec-83dc-74bd83d1ffbe,02/02/2015,Non,Non,45,1,Aucun,Femme,Aucun,,1210,Lyon,45.7642761 4.8275658
4317c7ad-2c1e-4da3-94a8-d060e862d0c5,16/02/2015,Non,Oui,44,1,B,Homme,B,Tres satisfait,3102,Toulouse,43.6031363 1.4428025
8404f669-8cc1-46a3-a791-af4ad67e9a96,03/01/2015,Non,Non,60,3,B,Femme,Aucun,Satisfait,1624,Lyon,45.7642761 4.8275658
6076e095-b010-4e50-9faf-a48ffcab8689,12/02/2015,Non,Non,29,1,Aucun,Homme,Aucun,,,Marseilles,43.2928084 5.373598
897728f9-ca49-4e34-b04e-b3ce4d2eb729,17/01/2015,Non,Non,25,0,B,Femme,Aucun,Tres satisfait,3469,Bordeaux,44.8538741 -0.5677843
6cf0d1ff-43cf-44df-9e3d-4e2b6f1f836e,27/02/2015,Non,Non,22,0,B,Homme,Aucun,Satisfait,2345,Strasbourg,48.5817339 7.7491749
641ab47d-23f0-4f12-a04a-eff4f082afa7,26/01/2015,Oui,Non,54,2,B,Homme,B,Satisfait,2857,Paris,48.8711538 2.3030992
1f3cdce3-083d-428f-ab54-334dd219d28a,14/02/2015,Non,Non,74,0,B,Femme,Aucun,Satisfait,4420,Lyon,45.7642761 4.8275658
aa5cd29e-71ee-4491-b72e-072a91c8c091,01/02/2015,Non,Oui,63,0,Aucun,Homme,B,,,Toulouse,43.6031363 1.4428025
ff976ad4-bb97-4ab5-951f-e681c7502da2,08/02/2015,Oui,Oui,19,0,Aucun,Homme,Aucun,,1957,Lille,50.6338388 3.0616978
865c21c6-d1b1-46f2-9f82-e3c8737011bd,21/02/2015,Non,Non,33,1,Aucun,Femme,Aucun,,1029,Nice,43.6999233 7.2820611
5d16683b-6af9-4d0d-ac18-0d1996754160,26/02/2015,Non,Oui,49,1,Aucun,Femme,B,,,Lille,50.6338388 3.0616978
ad63b500-82fc-46c2-926d-bf75628df7a3,15/02/2015,Non,Non,19,0,A,Femme,Aucun,Insatisfait,4413,Bordeaux,44.8538741 -0.5677843
2d1d6399-2f37-48c9-8a60-fe6965412be1,22/02/2015,Non,Non,22,0,Aucun,Femme,Aucun,,,Strasbourg,48.5817339 7.7491749
9c9e66d7-f386-4656-971a-d94a3264d54e,26/02/2015,Non,Non,43,0,Aucun,Homme,Aucun,,4214,Montpellier,43.6103604 3.8764686
0579f250-2717-42de-a92b-395dd44fc524,16/01/2015,Non,Non,40,2,Aucun,Homme,Aucun,,,Bordeaux,44.8538741 -0.5677843
15be57ae-da30-4e9e-a8ad-b12548404264,22/02/2015,Non,Non,50,0,B,Femme,B,Satisfait,5830,Nice,43.6999233 7.2820611
303898c6-b857-42d0-9584-77555a5be5f8,17/02/2015,Non,Non,43,2,B,Femme,B,Satisfait,3265,Strasbourg,48.5817339 7.7491749
231305f3-8a67-4b65-9672-fcd35c31e12b,20/01/2015,Non,Non,47,2,Aucun,Homme,Aucun,,1985,Caen,49.1872438 -0.3670671
ef183f8b-da2d-4af0-96d1-b042a18bc669,16/01/2015,Non,Non,55,2,B,Homme,Aucun,Satisfait,3261,Lyon,45.7642761 4.8275658
7e64d2f7-1d16-457b-b2c3-f6b180ebb9c9,27/02/2015,Non,Oui,45,0,Aucun,Homme,Aucun,,2019,Nantes,47.2237972 -1.6324407
adaa5b2f-3ab3-4252-b368-b3c7ab96c0a8,08/02/2015,Non,Non,49,4,B,Homme,B,Tres satisfait,1834,Brest,48.3921232 -4.482863
ccdddcb9-55e6-47bc-8638-ee9b79402676,24/01/2015,Non,Non,19,1,Aucun,Femme,Aucun,,,Strasbourg,48.5817339 7.7491749
83be0ee8-4558-4773-8368-97f4f7f262f0,08/01/2015,Non,Non,62,2,Aucun,Homme,Aucun,,2088,Lille,50.6338388 3.0616978
debf6a81-576c-4d75-bef3-155171c5e329,01/01/2015,Non,Non,67,0,Aucun,Homme,Aucun,,674,Lille,50.6338388 3.0616978
3b125f51-19b8-4b0c-9028-1668597b98d8,17/02/2015,Non,Non,23,0,B,Homme,B,Insatisfait,2571,Nantes,47.2237972 -1.6324407
e3749100-6ddd-4429-bd36-50570ebb7e94,22/02/2015,Oui,Non,32,1,B,Homme,Aucun,Tres satisfait,2223,Paris,48.8711538 2.3030992
15d7a816-258a-49ec-8245-7d31b6a2e20c,21/01/2015,Non,Non,49,1,B,Homme,Aucun,Satisfait,2478,Brest,48.3921232 -4.482863
445d9f9d-fe51-4972-ab1a-590fd64ddf46,14/02/2015,Non,Oui,53,2,Aucun,Femme,Aucun,,899,Marseilles,43.2928084 5.373598
f1dc438f-bf82-4dbe-bdef-ff147fe6f9a2,15/02/2015,Oui,Non,19,0,Aucun,Homme,A,,1519,Lille,50.6338388 3.0616978
9d38f5ef-52f0-48bc-b731-760401b6220d,04/01/2015,Oui,Non,35,2,Aucun,Homme,Aucun,,600,Lille,50.6338388 3.0616978
bfd48261-d5a5-4e58-b79e-41fb03be1ebc,11/01/2015,Non,Oui,52,3,Aucun,Femme,Aucun,,2313,Paris,48.8711538 2.3030992
174e2125-dc9a-40c6-aa96-5923f2d7edc6,10/02/2015,Non,Non,61,0,Aucun,Femme,A,,,Paris,48.8711538 2.3030992
79220ebb-cece-4163-b1ff-2316771c5e1b,09/02/2015,Non,Non,27,1,B,Homme,Aucun,Satisfait,3101,Paris,48.8711538 2.3030992
677aa57c-adf5-4b57-8a6d-6519805eb8f4,23/01/2015,Non,Non,31,2,B,Femme,Aucun,Peu satisfait,1963,Nice,43.6999233 7.2820611
fd80b901-8834-46b0-a9be-056a0b870ca8,28/01/2015,Non,Non,43,1,Aucun,Femme,Aucun,,2100,Montpellier,43.6103604 3.8764686
08fbab47-84ea-4176-a82c-fd339650b54e,28/01/2015,Non,Oui,47,1,Aucun,Femme,Aucun,,,Marseilles,43.2928084 5.373598
3594f609-f7b5-4648-b0af-a5da8849a13b,05/02/2015,Oui,Oui,23,0,Aucun,Homme,A,,1053,Marseilles,43.2928084 5.373598
bfaaf4b9-2223-46c2-b6fb-41e686c298fd,01/01/2015,Non,Non,45,2,B,Femme,Aucun,Insatisfait,1954,Bordeaux,44.8538741 -0.5677843
06f5bff2-9a3d-4fdd-8e58-bcdd8a569d9d,16/01/2015,Oui,Non,32,0,A,Femme,B,Satisfait,5400,Caen,49.1872438 -0.3670671
f0294d69-415e-46c1-b6ac-1e18d0bdc7fb,14/02/2015,Non,Non,34,1,Aucun,Femme,Aucun,,,Paris,48.8711538 2.3030992
5d8ee6a6-3f26-43a3-a2ef-e70d7282c2ee,31/01/2015,Non,Non,32,1,Aucun,Femme,A,,,Brest,48.3921232 -4.482863
b9e39157-9fab-472e-bf41-9628e48f7f7f,02/01/2015,Oui,Non,57,1,B,Homme,Aucun,Peu satisfait,2866,Paris,48.8711538 2.3030992
f7a20b48-0b4c-4365-9bbd-2ab423bdc66f,13/01/2015,Non,Oui,20,0,Aucun,Homme,A,,,Brest,48.3921232 -4.482863
3c0dc340-5913-4eda-9972-7932a06f8b05,12/02/2015,Non,Non,30,0,Aucun,Homme,A,,,Toulouse,43.6031363 1.4428025
3b3dd54b-e2f0-4c12-b481-e2e8d826e618,01/01/2015,Non,Non,61,0,B,Homme,B,Tres satisfait,3425,Lyon,45.7642761 4.8275658
9f7b24f9-ddb9-4c60-a349-bffae2d6d17d,10/01/2015,Non,Non,38,2,Aucun,Homme,Aucun,,5183,Nantes,47.2237972 -1.6324407
12e10033-ee26-4212-9c62-7a1f9a22e8c2,19/02/2015,Non,Non,69,0,Aucun,Homme,A,,1927,Nantes,47.2237972 -1.6324407
f5924da5-a595-4ff1-96f4-573e5228e662,31/01/2015,Non,Non,26,2,A,Femme,B,Tres satisfait,5671,Nice,43.6999233 7.2820611
301baaf9-b874-4474-b159-c3c5fd98f9c1,27/01/2015,Oui,Non,65,0,Aucun,Homme,A,,606,Nice,43.6999233 7.2820611
2b6eb1d5-1fdc-4a3d-9094-e43e28800014,27/02/2015,Non,Non,66,0,Aucun,Homme,Aucun,,2718,Toulouse,43.6031363 1.4428025
a1b3960f-969e-4e37-9788-f8c391bd03ce,11/02/2015,Non,Non,44,0,B,Homme,B,Satisfait,2347,Nice,43.6999233 7.2820611
55157809-065c-40c9-9800-ab34ffe5f811,16/02/2015,Non,Non,64,0,B,Femme,B,Satisfait,3710,Paris,48.8711538 2.3030992
779982b1-db4a-4472-b10b-e6ecd0432c2b,19/01/2015,Non,Non,54,2,B,Femme,A,Satisfait,2534,Nice,43.6999233 7.2820611
1ff252df-cd0d-4307-bd0f-c148c5719e77,21/02/2015,Non,Non,27,2,Aucun,Femme,Aucun,,,Nantes,47.2237972 -1.6324407
8661be21-c736-46d1-ab7f-883ae40fd468,16/01/2015,Non,Non,49,2,Aucun,Femme,Aucun,,,Toulouse,43.6031363 1.4428025
3992d677-bb03-4173-9c07-3e212a0314fa,26/01/2015,Non,Non,18,0,B,Femme,B,Satisfait,2415,Brest,48.3921232 -4.482863
570dca5a-1cd0-478f-9b71-5ad6f22ee129,02/01/2015,Non,Non,51,1,B,Homme,B,Satisfait,3588,Lille,50.6338388 3.0616978
903d5afb-f451-4fec-bfde-4dbe73094393,14/02/2015,Non,Oui,31,1,B,Femme,Aucun,Peu satisfait,2019,Marseilles,43.2928084 5.373598
bb5ed7d2-43f0-4524-8077-2ac6b58e0baa,01/01/2015,Non,Oui,53,0,Aucun,Homme,Aucun,,900,Caen,49.1872438 -0.3670671
8a1c8b43-30e1-43e1-8e95-b94a8266a008,02/01/2015,Non,Non,35,2,B,Femme,Aucun,Tres satisfait,3284,Toulouse,43.6031363 1.4428025
3262eabe-4830-493f-b1e6-a11b690919f4,26/02/2015,Oui,Oui,22,0,B,Homme,B,Insatisfait,2162,Paris,48.8711538 2.3030992
adbadd3f-22d6-4598-8c1b-4c570cd54e4f,08/02/2015,Non,Non,37,3,Aucun,Homme,Aucun,,3510,Bordeaux,44.8538741 -0.5677843
2a99368b-59a7-4d17-82cb-0d5149340381,17/01/2015,Non,Non,74,0,Aucun,Homme,Aucun,,,Montpellier,43.6103604 3.8764686
4808e903-7e91-4fe4-858e-5b5e71c36f01,07/02/2015,Non,Oui,63,0,Aucun,Homme,Aucun,,,Bordeaux,44.8538741 -0.5677843
c8affc08-0c04-4ca1-883a-8e1d1deac858,10/01/2015,Non,Non,44,1,Aucun,Homme,Aucun,,,Paris,48.8711538 2.3030992
aedea658-cb6b-4143-a8ee-6a76dce267c3,25/01/2015,Non,Non,28,2,Aucun,Homme,Aucun,,1590,Lyon,45.7642761 4.8275658
148738ed-2f54-47ba-ad76-245339de25f4,08/02/2015,Non,Oui,48,0,B,Homme,Aucun,Tres satisfait,2911,Paris,48.8711538 2.3030992
ee1c55c4-d231-41f5-8f0c-c36f086712ff,24/01/2015,Oui,Non,52,1,Aucun,Homme,Aucun,,1129,Montpellier,43.6103604 3.8764686
1c9b54b8-1702-4490-8f8e-1adbaef6b52e,11/02/2015,Non,Non,43,2,A,Femme,Aucun,Tres satisfait,4703,Paris,48.8711538 2.3030992
49a48b0f-af86-43f1-950f-d3e193c23249,06/01/2015,Non,Non,49,1,B,Femme,B,Satisfait,5947,Paris,48.8711538 2.3030992
65e62deb-65a9-46bf-acbe-12f1f3f3c47c,11/02/2015,Non,Non,41,2,A,Homme,A,Peu satisfait,2689,Lyon,45.7642761 4.8275658
53cc7642-2dc7-4255-874e-1ae7c959699c,15/02/2015,Non,Non,45,0,Aucun,Femme,A,,,Toulouse,43.6031363 1.4428025
b51d0c1c-bf72-4f9d-b8c8-1584231e61c0,05/02/2015,Non,Non,41,2,B,Homme,B,Tres satisfait,2579,Bordeaux,44.8538741 -0.5677843
e69c3f97-bb3e-49ff-b2d9-afe13247fcc8,16/01/2015,Non,Non,31,1,Aucun,Homme,A,,,Paris,48.8711538 2.3030992
99ed581c-6774-4137-8fca-61a38179bc16,27/02/2015,Non,Non,25,0,B,Femme,A,Peu satisfait,3135,Toulouse,43.6031363 1.4428025
59b9aac5-afad-41c4-a5cd-b788128fd8fa,16/02/2015,Non,Non,54,2,B,Femme,Aucun,Satisfait,2063,Marseilles,43.2928084 5.373598
f8b6207f-d5aa-491e-a5fb-934d40e2a1a7,25/01/2015,Non,Non,26,2,Aucun,Femme,Aucun,,,Lyon,45.7642761 4.8275658
f5e4fc8f-8234-45c4-a741-de275e3b32b7,26/01/2015,Non,Non,46,2,A,Femme,A,Satisfait,4350,Nice,43.6999233 7.2820611
64e51a7f-cb39-4d29-be37-083f6a88e717,07/01/2015,Non,Oui,52,1,B,Femme,Aucun,Tres satisfait,2256,Brest,48.3921232 -4.482863
9f75d787-17f1-4f77-b210-b7aa58e197e5,31/01/2015,Non,Non,46,2,A,Femme,A,Peu satisfait,5470,Nice,43.6999233 7.2820611
15c575ea-cb71-42ea-986d-fbb0333ffe09,15/02/2015,Non,Non,74,1,B,Femme,B,Peu satisfait,3488,Paris,48.8711538 2.3030992
1bfd01be-0ec3-4425-94f7-b93fa4a54288,14/01/2015,Non,Non,46,0,Aucun,Homme,A,,2458,Bordeaux,44.8538741 -0.5677843
cbad37fc-d44b-469c-adce-95aad6c61b3a,08/01/2015,Non,Non,37,1,B,Femme,B,Satisfait,4830,Paris,48.8711538 2.3030992
bc23ef37-f450-4828-b6c0-6eb72a6616be,26/02/2015,Non,Non,45,0,B,Femme,A,Peu satisfait,3843,Paris,48.8711538 2.3030992
864aefb2-709f-4c5c-b702-b82dd35f3685,28/01/2015,Non,Non,50,3,B,Homme,Aucun,Insatisfait,2201,Paris,48.8711538 2.3030992
f89e32b6-041a-447f-892e-9a8d1430b1be,14/01/2015,Non,Non,43,0,B,Femme,Aucun,Satisfait,3499,Strasbourg,48.5817339 7.7491749
0a616824-2d60-4bb9-bd46-f875dcdb6185,10/02/2015,Non,Non,36,2,Aucun,Homme,Aucun,,,Nice,43.6999233 7.2820611
65862ff9-98d5-4e1e-9051-7854eb3443a8,27/02/2015,Non,Non,19,0,Aucun,Homme,Aucun,,2648,Nantes,47.2237972 -1.6324407
f0e3dc27-1907-486b-a419-52463976c50f,11/01/2015,Non,Non,41,0,Aucun,Femme,Aucun,,,Lille,50.6338388 3.0616978
9d9421ff-089f-4f9c-bdf7-1ed1851f35d9,23/02/2015,Non,Non,27,0,Aucun,Homme,Aucun,,,Lille,50.6338388 3.0616978
7d2eb807-2283-4bec-9b8e-6c7ebca7b70a,27/02/2015,Non,Non,51,2,A,Femme,Aucun,Tres satisfait,5875,Montpellier,43.6103604 3.8764686
6a998c82-94ef-457d-91e7-edda9e8e2dc1,14/01/2015,Non,Non,26,1,Aucun,Homme,Aucun,,2395,Bordeaux,44.8538741 -0.5677843
5be92efb-7da2-4bd2-be4d-f95d3057785d,01/02/2015,Non,Non,54,0,Aucun,Femme,Aucun,,1381,Nantes,47.2237972 -1.6324407
88ffa1fb-b6e5-47b2-b15e-d7c0f34f40d0,19/01/2015,Non,Non,18,0,B,Homme,Aucun,Tres satisfait,4301,Nice,43.6999233 7.2820611
8792461b-076e-463f-a4f8-494962eb8503,02/01/2015,Non,Non,39,2,B,Femme,Aucun,Satisfait,4768,Nice,43.6999233 7.2820611
b9a4f22a-73af-4ffa-b906-f5ed1c7eed9c,12/02/2015,Non,Non,52,0,Aucun,Homme,Aucun,,1636,Nice,43.6999233 7.2820611
2c1e62cd-a89e-483e-92d3-2389d495551d,07/02/2015,Non,Non,45,2,B,Femme,Aucun,Satisfait,4076,Toulouse,43.6031363 1.4428025
4f3f14f6-d8d6-4b08-a7b5-31f3fe3703dc,03/02/2015,Non,Non,21,0,B,Femme,Aucun,Tres satisfait,3634,Caen,49.1872438 -0.3670671
33b61956-ffd7-40a8-af3e-b8403a17c1f0,25/02/2015,Non,Non,64,1,B,Homme,A,Satisfait,2399,Montpellier,43.6103604 3.8764686
8bc3ca1d-c171-402e-8533-19caaf354ba3,28/01/2015,Non,Non,40,2,B,Femme,B,Satisfait,1847,Nice,43.6999233 7.2820611
1d7d8de9-ae57-485c-b5e4-5edef4acbcc2,25/01/2015,Non,Oui,41,3,A,Femme,B,Tres satisfait,4794,Nice,43.6999233 7.2820611
d5242ef4-a880-4621-824c-d4bb71bc1088,17/01/2015,Non,Non,63,1,Aucun,Homme,A,,2301,Toulouse,43.6031363 1.4428025
7cba199e-8aaf-4747-b4e7-dc2ab2f4c60a,14/01/2015,Non,Oui,55,1,Aucun,Homme,Aucun,,1079,Nice,43.6999233 7.2820611
8e5355fc-fb40-423c-a4ae-490c84a096c9,12/01/2015,Non,Non,25,0,Aucun,Femme,A,,1161,Brest,48.3921232 -4.482863
a3b1816b-51ec-44b8-b85e-4fa3e98a01ad,21/01/2015,Non,Non,42,1,Aucun,Homme,Aucun,,,Caen,49.1872438 -0.3670671
17de3b5d-2651-4a2f-bcaf-95b20a31906f,30/01/2015,Non,Non,39,1,Aucun,Homme,Aucun,,,Nice,43.6999233 7.2820611
338b3b21-a676-4848-8b5c-8ac1eeea17bd,18/01/2015,Non,Non,46,1,Aucun,Femme,A,,2414,Lille,50.6338388 3.0616978
17734362-fb98-489e-a56e-4e36b212e205,02/01/2015,Oui,Non,54,2,Aucun,Homme,Aucun,,1239,Paris,48.8711538 2.3030992
35af2f1a-daf4-464a-ac5c-da0d3d0b4b67,29/01/2015,Non,Non,49,3,B,Femme,Aucun,Satisfait,2875,Marseilles,43.2928084 5.373598
cc69bfd6-b713-4e84-bda4-bdecadb498ed,02/02/2015,Non,Non,39,1,Aucun,Femme,Aucun,,2478,Paris,48.8711538 2.3030992
9f878e27-c3f7-446d-bedb-5cdaef2d3da9,27/02/2015,Non,Oui,25,0,B,Homme,B,Peu satisfait,3529,Brest,48.3921232 -4.482863
fdb78efb-c99b-4645-bcc5-a265275c65f1,04/01/2015,Non,Oui,57,2,Aucun,Femme,Aucun,,1188,Bordeaux,44.8538741 -0.5677843
739faece-ed22-4ff1-8e31-a1e4e19417a9,14/01/2015,Non,Non,26,2,A,Femme,B,Tres satisfait,5039,Marseilles,43.2928084 5.373598
f64ca37e-570a-48c9-a42c-6e573693fbda,18/02/2015,Non,Non,33,0,Aucun,Homme,Aucun,,,Brest,48.3921232 -4.482863
894088c8-438a-41a2-a3b3-d11aece4e156,08/01/2015,Non,Oui,54,0,B,Femme,B,Peu satisfait,2973,Brest,48.3921232 -4.482863
4865e3c6-d5ec-4332-a4e1-823d6be27058,21/02/2015,Non,Non,28,2,Aucun,Homme,A,,1662,Montpellier,43.6103604 3.8764686
91fde465-5838-4185-86c7-56d364580eef,08/01/2015,Non,Non,45,1,B,Femme,B,Satisfait,2927,Paris,48.8711538 2.3030992
ae9dad89-f0d7-4aac-93e3-d55aa200cc10,16/02/2015,Non,Non,44,2,Aucun,Femme,Aucun,,900,Nice,43.6999233 7.2820611
ab9d4592-6b03-4019-95fa-86bc0fd50e5b,26/02/2015,Non,Oui,39,2,Aucun,Femme,A,,648,Lille,50.6338388 3.0616978
af9df7ba-3afe-4190-8c1b-bc3acb02eeda,08/01/2015,Non,Non,47,2,Aucun,Homme,Aucun,,1017,Nice,43.6999233 7.2820611
dc815624-49c6-4889-8d1e-183d03dbdf7f,14/01/2015,Non,Non,45,2,Aucun,Femme,Aucun,,,Lille,50.6338388 3.0616978
a0edc26a-8978-4dbe-96c8-10a0a8f78dd4,07/02/2015,Oui,Non,20,0,B,Femme,B,Peu satisfait,4221,Strasbourg,48.5817339 7.7491749
9ae97b88-2947-4f77-bcc7-1563095a9f05,27/01/2015,Non,Non,44,2,Aucun,Homme,Aucun,,2219,Strasbourg,48.5817339 7.7491749
5a79f589-da32-4083-b1d0-ade0ae30c744,10/02/2015,Non,Oui,56,2,A,Femme,B,Tres satisfait,4832,Paris,48.8711538 2.3030992
abd1a01d-abdf-42d1-a50d-ae6e0e0fc792,23/02/2015,Oui,Non,37,0,Aucun,Femme,Aucun,,885,Bordeaux,44.8538741 -0.5677843
ba9e10dc-157c-4087-94ba-8e7cfb433943,06/01/2015,Non,Non,42,1,B,Femme,Aucun,Tres satisfait,2186,Brest,48.3921232 -4.482863
fa6e92d7-db16-4532-8987-905f06961517,20/02/2015,Non,Non,34,1,B,Femme,Aucun,Insatisfait,3387,Brest,48.3921232 -4.482863
e5aa224e-79e2-45a3-9650-e51334ed6de7,05/02/2015,Non,Non,47,1,B,Femme,Aucun,Peu satisfait,3054,Bordeaux,44.8538741 -0.5677843
